"","bin_val","Start","End","bin","Var2","Freq","Var1.1","Var2.1","Freq.1"
"331",74,2013-03-06,2013-03-21,"ndvi.74","buffalo",42,"74","0",614
"332",74,2013-03-06,2013-03-21,"ndvi.74","gazelleThomsons",93,"74","1",9
"333",74,2013-03-06,2013-03-21,"ndvi.74","wildebeest",98,"74","0",614
"334",74,2013-03-06,2013-03-21,"ndvi.74","zebra",304,"74","1",9
"335",74,2013-03-06,2013-03-21,"ndvi.74","hartebeest",43,"74","0",614
"336",74,2013-03-06,2013-03-21,"ndvi.74","topi",43,"74","1",9
"337",75,2013-03-22,2013-04-06,"ndvi.75","zebra",118,"75","1",2
"338",75,2013-03-22,2013-04-06,"ndvi.75","wildebeest",34,"75","0",272
"339",75,2013-03-22,2013-04-06,"ndvi.75","buffalo",44,"75","0",272
"340",75,2013-03-22,2013-04-06,"ndvi.75","gazelleThomsons",36,"75","1",2
"341",75,2013-03-22,2013-04-06,"ndvi.75","topi",19,"75","1",2
"342",75,2013-03-22,2013-04-06,"ndvi.75","hartebeest",23,"75","0",272
"343",76,2013-04-07,2013-04-22,"ndvi.76","zebra",193,"76","1",10
"344",76,2013-04-07,2013-04-22,"ndvi.76","hartebeest",31,"76","0",499
"345",76,2013-04-07,2013-04-22,"ndvi.76","gazelleThomsons",38,"76","1",10
"346",76,2013-04-07,2013-04-22,"ndvi.76","wildebeest",180,"76","0",499
"347",76,2013-04-07,2013-04-22,"ndvi.76","topi",18,"76","1",10
"348",76,2013-04-07,2013-04-22,"ndvi.76","buffalo",49,"76","0",499
"349",77,2013-04-23,2013-05-08,"ndvi.77","zebra",18,"77","1",0
"350",77,2013-04-23,2013-05-08,"ndvi.77","wildebeest",34,"77","0",187
"351",77,2013-04-23,2013-05-08,"ndvi.77","hartebeest",34,"77","0",187
"352",77,2013-04-23,2013-05-08,"ndvi.77","topi",13,"77","1",0
"353",77,2013-04-23,2013-05-08,"ndvi.77","buffalo",60,"77","0",187
"354",77,2013-04-23,2013-05-08,"ndvi.77","gazelleThomsons",28,"77","1",0
"355",78,2013-05-09,2013-05-24,"ndvi.78","zebra",153,"78","1",12
"356",78,2013-05-09,2013-05-24,"ndvi.78","hartebeest",29,"78","0",812
"357",78,2013-05-09,2013-05-24,"ndvi.78","wildebeest",560,"78","0",812
"358",78,2013-05-09,2013-05-24,"ndvi.78","buffalo",58,"78","0",812
"359",78,2013-05-09,2013-05-24,"ndvi.78","topi",3,"78","1",12
"360",78,2013-05-09,2013-05-24,"ndvi.78","gazelleThomsons",21,"78","1",12
"361",79,2013-05-25,2013-06-09,"ndvi.79","zebra",363,"79","1",8
"362",79,2013-05-25,2013-06-09,"ndvi.79","wildebeest",215,"79","0",813
"363",79,2013-05-25,2013-06-09,"ndvi.79","hartebeest",31,"79","0",813
"364",79,2013-05-25,2013-06-09,"ndvi.79","topi",17,"79","1",8
"365",79,2013-05-25,2013-06-09,"ndvi.79","buffalo",30,"79","0",813
"366",79,2013-05-25,2013-06-09,"ndvi.79","gazelleThomsons",165,"79","1",8
"367",80,2013-06-10,2013-06-25,"ndvi.80","zebra",218,"80","1",5
"368",80,2013-06-10,2013-06-25,"ndvi.80","hartebeest",56,"80","0",904
"369",80,2013-06-10,2013-06-25,"ndvi.80","buffalo",25,"80","0",904
"370",80,2013-06-10,2013-06-25,"ndvi.80","wildebeest",10,"80","0",904
"371",80,2013-06-10,2013-06-25,"ndvi.80","topi",22,"80","1",5
"372",80,2013-06-10,2013-06-25,"ndvi.80","gazelleThomsons",578,"80","1",5
"373",81,2013-06-26,2013-07-11,"ndvi.81","zebra",89,"81","1",3
"374",81,2013-06-26,2013-07-11,"ndvi.81","wildebeest",10,"81","0",1148
"375",81,2013-06-26,2013-07-11,"ndvi.81","hartebeest",40,"81","0",1148
"376",81,2013-06-26,2013-07-11,"ndvi.81","topi",21,"81","1",3
"377",81,2013-06-26,2013-07-11,"ndvi.81","buffalo",51,"81","0",1148
"378",81,2013-06-26,2013-07-11,"ndvi.81","gazelleThomsons",940,"81","1",3
"379",82,2013-07-12,2013-07-27,"ndvi.82","hartebeest",48,"82","0",885
"380",82,2013-07-12,2013-07-27,"ndvi.82","buffalo",56,"82","0",885
"381",82,2013-07-12,2013-07-27,"ndvi.82","wildebeest",16,"82","0",885
"382",82,2013-07-12,2013-07-27,"ndvi.82","zebra",48,"82","1",0
"383",82,2013-07-12,2013-07-27,"ndvi.82","topi",8,"82","1",0
"384",82,2013-07-12,2013-07-27,"ndvi.82","gazelleThomsons",709,"82","1",0
"385",83,2013-07-28,2013-08-12,"ndvi.83","wildebeest",11,"83","0",439
"386",83,2013-07-28,2013-08-12,"ndvi.83","hartebeest",23,"83","0",439
"387",83,2013-07-28,2013-08-12,"ndvi.83","topi",12,"83","1",3
"388",83,2013-07-28,2013-08-12,"ndvi.83","buffalo",48,"83","0",439
"389",83,2013-07-28,2013-08-12,"ndvi.83","zebra",40,"83","1",3
"390",83,2013-07-28,2013-08-12,"ndvi.83","gazelleThomsons",308,"83","1",3
"391",84,2013-08-13,2013-08-28,"ndvi.84","topi",20,"84","1",3
"392",84,2013-08-13,2013-08-28,"ndvi.84","hartebeest",80,"84","0",738
"393",84,2013-08-13,2013-08-28,"ndvi.84","wildebeest",11,"84","0",738
"394",84,2013-08-13,2013-08-28,"ndvi.84","gazelleThomsons",563,"84","1",3
"395",84,2013-08-13,2013-08-28,"ndvi.84","buffalo",36,"84","0",738
"396",84,2013-08-13,2013-08-28,"ndvi.84","zebra",31,"84","1",3
"397",85,2013-08-29,2013-09-12,"ndvi.85","hartebeest",63,"85","0",465
"398",85,2013-08-29,2013-09-12,"ndvi.85","buffalo",32,"85","0",465
"399",85,2013-08-29,2013-09-12,"ndvi.85","topi",22,"85","1",1
"400",85,2013-08-29,2013-09-12,"ndvi.85","gazelleThomsons",332,"85","1",1
"401",85,2013-08-29,2013-09-12,"ndvi.85","zebra",9,"85","1",1
"402",85,2013-08-29,2013-09-12,"ndvi.85","wildebeest",8,"85","0",465
"403",86,2013-09-13,2013-09-29,"ndvi.86","gazelleThomsons",540,"86","1",2
"404",86,2013-09-13,2013-09-29,"ndvi.86","buffalo",36,"86","0",856
"405",86,2013-09-13,2013-09-29,"ndvi.86","hartebeest",51,"86","0",856
"406",86,2013-09-13,2013-09-29,"ndvi.86","topi",22,"86","1",2
"407",86,2013-09-13,2013-09-29,"ndvi.86","zebra",196,"86","1",2
"408",86,2013-09-13,2013-09-29,"ndvi.86","wildebeest",13,"86","0",856
"409",87,2013-09-30,2013-10-15,"ndvi.87","gazelleThomsons",299,"87","1",30
"410",87,2013-09-30,2013-10-15,"ndvi.87","zebra",1151,"87","1",30
"411",87,2013-09-30,2013-10-15,"ndvi.87","buffalo",81,"87","0",1695
"412",87,2013-09-30,2013-10-15,"ndvi.87","wildebeest",107,"87","0",1695
"413",87,2013-09-30,2013-10-15,"ndvi.87","hartebeest",64,"87","0",1695
"414",87,2013-09-30,2013-10-15,"ndvi.87","topi",23,"87","1",30
"415",88,2013-10-16,2013-10-31,"ndvi.88","zebra",1127,"88","1",32
"416",88,2013-10-16,2013-10-31,"ndvi.88","wildebeest",101,"88","0",2249
"417",88,2013-10-16,2013-10-31,"ndvi.88","gazelleThomsons",878,"88","1",32
"418",88,2013-10-16,2013-10-31,"ndvi.88","topi",23,"88","1",32
"419",88,2013-10-16,2013-10-31,"ndvi.88","buffalo",56,"88","0",2249
"420",88,2013-10-16,2013-10-31,"ndvi.88","hartebeest",96,"88","0",2249
"421",89,2013-11-01,2013-11-16,"ndvi.89","zebra",612,"89","1",15
"422",89,2013-11-01,2013-11-16,"ndvi.89","gazelleThomsons",605,"89","1",15
"423",89,2013-11-01,2013-11-16,"ndvi.89","wildebeest",64,"89","0",1415
"424",89,2013-11-01,2013-11-16,"ndvi.89","buffalo",49,"89","0",1415
"425",89,2013-11-01,2013-11-16,"ndvi.89","topi",15,"89","1",15
"426",89,2013-11-01,2013-11-16,"ndvi.89","hartebeest",85,"89","0",1415
"427",90,2013-11-17,2013-12-02,"ndvi.90","zebra",474,"90","1",20
"428",90,2013-11-17,2013-12-02,"ndvi.90","buffalo",56,"90","0",1176
"429",90,2013-11-17,2013-12-02,"ndvi.90","wildebeest",51,"90","0",1176
"430",90,2013-11-17,2013-12-02,"ndvi.90","gazelleThomsons",488,"90","1",20
"431",90,2013-11-17,2013-12-02,"ndvi.90","topi",6,"90","1",20
"432",90,2013-11-17,2013-12-02,"ndvi.90","hartebeest",121,"90","0",1176
"433",91,2013-12-03,2013-12-18,"ndvi.91","gazelleThomsons",187,"91","1",17
"434",91,2013-12-03,2013-12-18,"ndvi.91","zebra",277,"91","1",17
"435",91,2013-12-03,2013-12-18,"ndvi.91","buffalo",62,"91","0",1420
"436",91,2013-12-03,2013-12-18,"ndvi.91","wildebeest",857,"91","0",1420
"437",91,2013-12-03,2013-12-18,"ndvi.91","topi",14,"91","1",17
"438",91,2013-12-03,2013-12-18,"ndvi.91","hartebeest",40,"91","0",1420
"439",92,2013-12-19,2013-12-31,"ndvi.92","zebra",183,"92","1",13
"440",92,2013-12-19,2013-12-31,"ndvi.92","wildebeest",269,"92","0",577
"441",92,2013-12-19,2013-12-31,"ndvi.92","gazelleThomsons",7,"92","1",13
"442",92,2013-12-19,2013-12-31,"ndvi.92","buffalo",78,"92","0",577
"443",92,2013-12-19,2013-12-31,"ndvi.92","topi",18,"92","1",13
"444",92,2013-12-19,2013-12-31,"ndvi.92","hartebeest",35,"92","0",577
"445",93,2014-01-01,2014-01-16,"ndvi.93","zebra",267,"93","1",27
"446",93,2014-01-01,2014-01-16,"ndvi.93","gazelleThomsons",5,"93","1",27
"447",93,2014-01-01,2014-01-16,"ndvi.93","wildebeest",296,"93","0",624
"448",93,2014-01-01,2014-01-16,"ndvi.93","buffalo",40,"93","0",624
"449",93,2014-01-01,2014-01-16,"ndvi.93","topi",18,"93","1",27
"450",93,2014-01-01,2014-01-16,"ndvi.93","hartebeest",25,"93","0",624
"451",94,2014-01-17,2014-02-01,"ndvi.94","zebra",120,"94","1",0
"452",94,2014-01-17,2014-02-01,"ndvi.94","buffalo",40,"94","0",234
"453",94,2014-01-17,2014-02-01,"ndvi.94","wildebeest",25,"94","0",234
"454",94,2014-01-17,2014-02-01,"ndvi.94","gazelleThomsons",2,"94","1",0
"455",94,2014-01-17,2014-02-01,"ndvi.94","topi",19,"94","1",0
"456",94,2014-01-17,2014-02-01,"ndvi.94","hartebeest",28,"94","0",234
"457",95,2014-02-02,2014-02-17,"ndvi.95","gazelleThomsons",12,"95","1",0
"458",95,2014-02-02,2014-02-17,"ndvi.95","zebra",152,"95","1",0
"459",95,2014-02-02,2014-02-17,"ndvi.95","buffalo",41,"95","0",272
"460",95,2014-02-02,2014-02-17,"ndvi.95","wildebeest",21,"95","0",272
"461",95,2014-02-02,2014-02-17,"ndvi.95","topi",19,"95","1",0
"462",95,2014-02-02,2014-02-17,"ndvi.95","hartebeest",27,"95","0",272
"463",96,2014-02-18,2014-03-05,"ndvi.96","zebra",475,"96","1",22
"464",96,2014-02-18,2014-03-05,"ndvi.96","wildebeest",266,"96","0",866
"465",96,2014-02-18,2014-03-05,"ndvi.96","gazelleThomsons",44,"96","1",22
"466",96,2014-02-18,2014-03-05,"ndvi.96","buffalo",34,"96","0",866
"467",96,2014-02-18,2014-03-05,"ndvi.96","topi",29,"96","1",22
"468",96,2014-02-18,2014-03-05,"ndvi.96","hartebeest",40,"96","0",866
"469",97,2014-03-06,2014-03-21,"ndvi.97","wildebeest",460,"97","0",1094
"470",97,2014-03-06,2014-03-21,"ndvi.97","gazelleThomsons",53,"97","1",39
"471",97,2014-03-06,2014-03-21,"ndvi.97","topi",22,"97","1",39
"472",97,2014-03-06,2014-03-21,"ndvi.97","buffalo",59,"97","0",1094
"473",97,2014-03-06,2014-03-21,"ndvi.97","zebra",481,"97","1",39
"474",97,2014-03-06,2014-03-21,"ndvi.97","hartebeest",58,"97","0",1094
"475",98,2014-03-22,2014-04-06,"ndvi.98","topi",24,"98","1",21
"476",98,2014-03-22,2014-04-06,"ndvi.98","hartebeest",47,"98","0",1329
"477",98,2014-03-22,2014-04-06,"ndvi.98","gazelleThomsons",37,"98","1",21
"478",98,2014-03-22,2014-04-06,"ndvi.98","buffalo",55,"98","0",1329
"479",98,2014-03-22,2014-04-06,"ndvi.98","zebra",786,"98","1",21
"480",98,2014-03-22,2014-04-06,"ndvi.98","wildebeest",401,"98","0",1329
"481",99,2014-04-07,2014-04-22,"ndvi.99","hartebeest",35,"99","0",1638
"482",99,2014-04-07,2014-04-22,"ndvi.99","gazelleThomsons",16,"99","1",59
"483",99,2014-04-07,2014-04-22,"ndvi.99","buffalo",34,"99","0",1638
"484",99,2014-04-07,2014-04-22,"ndvi.99","zebra",509,"99","1",59
"485",99,2014-04-07,2014-04-22,"ndvi.99","topi",7,"99","1",59
"486",99,2014-04-07,2014-04-22,"ndvi.99","wildebeest",1096,"99","0",1638
"487",100,2014-04-23,2014-05-08,"ndvi.100","hartebeest",30,"100","0",451
"488",100,2014-04-23,2014-05-08,"ndvi.100","gazelleThomsons",95,"100","1",2
"489",100,2014-04-23,2014-05-08,"ndvi.100","zebra",148,"100","1",2
"490",100,2014-04-23,2014-05-08,"ndvi.100","topi",13,"100","1",2
"491",100,2014-04-23,2014-05-08,"ndvi.100","buffalo",16,"100","0",451
"492",100,2014-04-23,2014-05-08,"ndvi.100","wildebeest",151,"100","0",451
"493",101,2014-05-09,2014-05-24,"ndvi.101","zebra",85,"101","1",1
"494",101,2014-05-09,2014-05-24,"ndvi.101","wildebeest",45,"101","0",872
"495",101,2014-05-09,2014-05-24,"ndvi.101","gazelleThomsons",645,"101","1",1
"496",101,2014-05-09,2014-05-24,"ndvi.101","topi",18,"101","1",1
"497",101,2014-05-09,2014-05-24,"ndvi.101","hartebeest",53,"101","0",872
"498",101,2014-05-09,2014-05-24,"ndvi.101","buffalo",27,"101","0",872
"499",102,2014-05-25,2014-06-09,"ndvi.102","gazelleThomsons",925,"102","1",3
"500",102,2014-05-25,2014-06-09,"ndvi.102","zebra",87,"102","1",3
"501",102,2014-05-25,2014-06-09,"ndvi.102","topi",7,"102","1",3
"502",102,2014-05-25,2014-06-09,"ndvi.102","buffalo",11,"102","0",1087
"503",102,2014-05-25,2014-06-09,"ndvi.102","wildebeest",29,"102","0",1087
"504",102,2014-05-25,2014-06-09,"ndvi.102","hartebeest",31,"102","0",1087
"505",103,2014-06-10,2014-06-25,"ndvi.103","zebra",594,"103","1",43
"506",103,2014-06-10,2014-06-25,"ndvi.103","gazelleThomsons",580,"103","1",43
"507",103,2014-06-10,2014-06-25,"ndvi.103","buffalo",13,"103","0",2121
"508",103,2014-06-10,2014-06-25,"ndvi.103","wildebeest",921,"103","0",2121
"509",103,2014-06-10,2014-06-25,"ndvi.103","topi",17,"103","1",43
"510",103,2014-06-10,2014-06-25,"ndvi.103","hartebeest",39,"103","0",2121
"511",104,2014-06-26,2014-07-11,"ndvi.104","gazelleThomsons",629,"104","1",20
"512",104,2014-06-26,2014-07-11,"ndvi.104","buffalo",24,"104","0",1141
"513",104,2014-06-26,2014-07-11,"ndvi.104","zebra",338,"104","1",20
"514",104,2014-06-26,2014-07-11,"ndvi.104","topi",13,"104","1",20
"515",104,2014-06-26,2014-07-11,"ndvi.104","wildebeest",125,"104","0",1141
"516",104,2014-06-26,2014-07-11,"ndvi.104","hartebeest",32,"104","0",1141
"517",105,2014-07-12,2014-07-27,"ndvi.105","gazelleThomsons",759,"105","1",18
"518",105,2014-07-12,2014-07-27,"ndvi.105","buffalo",37,"105","0",1171
"519",105,2014-07-12,2014-07-27,"ndvi.105","zebra",291,"105","1",18
"520",105,2014-07-12,2014-07-27,"ndvi.105","topi",24,"105","1",18
"521",105,2014-07-12,2014-07-27,"ndvi.105","wildebeest",31,"105","0",1171
"522",105,2014-07-12,2014-07-27,"ndvi.105","hartebeest",47,"105","0",1171
"523",106,2014-07-28,2014-08-12,"ndvi.106","gazelleThomsons",340,"106","1",3
"524",106,2014-07-28,2014-08-12,"ndvi.106","zebra",50,"106","1",3
"525",106,2014-07-28,2014-08-12,"ndvi.106","topi",5,"106","1",3
"526",106,2014-07-28,2014-08-12,"ndvi.106","buffalo",43,"106","0",473
"527",106,2014-07-28,2014-08-12,"ndvi.106","wildebeest",20,"106","0",473
"528",106,2014-07-28,2014-08-12,"ndvi.106","hartebeest",18,"106","0",473
"529",107,2014-08-13,2014-08-28,"ndvi.107","zebra",199,"107","1",9
"530",107,2014-08-13,2014-08-28,"ndvi.107","gazelleThomsons",627,"107","1",9
"531",107,2014-08-13,2014-08-28,"ndvi.107","buffalo",26,"107","0",905
"532",107,2014-08-13,2014-08-28,"ndvi.107","wildebeest",17,"107","0",905
"533",107,2014-08-13,2014-08-28,"ndvi.107","topi",13,"107","1",9
"534",107,2014-08-13,2014-08-28,"ndvi.107","hartebeest",32,"107","0",905
"535",108,2014-08-29,2014-09-13,"ndvi.108","gazelleThomsons",998,"108","1",26
"536",108,2014-08-29,2014-09-13,"ndvi.108","buffalo",50,"108","0",2130
"537",108,2014-08-29,2014-09-13,"ndvi.108","zebra",884,"108","1",26
"538",108,2014-08-29,2014-09-13,"ndvi.108","topi",27,"108","1",26
"539",108,2014-08-29,2014-09-13,"ndvi.108","wildebeest",156,"108","0",2130
"540",108,2014-08-29,2014-09-13,"ndvi.108","hartebeest",41,"108","0",2130
"541",109,2014-09-14,2014-09-29,"ndvi.109","gazelleThomsons",832,"109","1",71
"542",109,2014-09-14,2014-09-29,"ndvi.109","buffalo",74,"109","0",2829
"543",109,2014-09-14,2014-09-29,"ndvi.109","zebra",1367,"109","1",71
"544",109,2014-09-14,2014-09-29,"ndvi.109","topi",36,"109","1",71
"545",109,2014-09-14,2014-09-29,"ndvi.109","wildebeest",547,"109","0",2829
"546",109,2014-09-14,2014-09-29,"ndvi.109","hartebeest",44,"109","0",2829
"547",110,2014-09-30,2014-10-15,"ndvi.110","zebra",675,"110","1",55
"548",110,2014-09-30,2014-10-15,"ndvi.110","wildebeest",984,"110","0",2114
"549",110,2014-09-30,2014-10-15,"ndvi.110","gazelleThomsons",376,"110","1",55
"550",110,2014-09-30,2014-10-15,"ndvi.110","buffalo",45,"110","0",2114
"551",110,2014-09-30,2014-10-15,"ndvi.110","hartebeest",57,"110","0",2114
"552",110,2014-09-30,2014-10-15,"ndvi.110","topi",32,"110","1",55
"553",111,2014-10-16,2014-11-16,"ndvi.111","wildebeest",1556,"111","0",3410
"554",111,2014-10-16,2014-11-16,"ndvi.111","buffalo",86,"111","0",3410
"555",111,2014-10-16,2014-11-16,"ndvi.111","zebra",978,"111","1",84
"556",111,2014-10-16,2014-11-16,"ndvi.111","hartebeest",78,"111","0",3410
"557",111,2014-10-16,2014-11-16,"ndvi.111","gazelleThomsons",733,"111","1",84
"558",111,2014-10-16,2014-11-16,"ndvi.111","topi",63,"111","1",84
"559",112,2014-11-17,2014-12-02,"ndvi.112","hartebeest",40,"112","0",1320
"560",112,2014-11-17,2014-12-02,"ndvi.112","gazelleThomsons",555,"112","1",20
"561",112,2014-11-17,2014-12-02,"ndvi.112","zebra",415,"112","1",20
"562",112,2014-11-17,2014-12-02,"ndvi.112","topi",33,"112","1",20
"563",112,2014-11-17,2014-12-02,"ndvi.112","buffalo",52,"112","0",1320
"564",112,2014-11-17,2014-12-02,"ndvi.112","wildebeest",245,"112","0",1320
"565",113,2014-12-03,2014-12-18,"ndvi.113","hartebeest",91,"113","0",1744
"566",113,2014-12-03,2014-12-18,"ndvi.113","gazelleThomsons",145,"113","1",53
"567",113,2014-12-03,2014-12-18,"ndvi.113","topi",32,"113","1",53
"568",113,2014-12-03,2014-12-18,"ndvi.113","buffalo",90,"113","0",1744
"569",113,2014-12-03,2014-12-18,"ndvi.113","zebra",970,"113","1",53
"570",113,2014-12-03,2014-12-18,"ndvi.113","wildebeest",469,"113","0",1744
"571",114,2014-12-19,2014-12-31,"ndvi.114","zebra",328,"114","1",8
"572",114,2014-12-19,2014-12-31,"ndvi.114","gazelleThomsons",112,"114","1",8
"573",114,2014-12-19,2014-12-31,"ndvi.114","wildebeest",100,"114","0",641
"574",114,2014-12-19,2014-12-31,"ndvi.114","hartebeest",43,"114","0",641
"575",114,2014-12-19,2014-12-31,"ndvi.114","buffalo",43,"114","0",641
"576",114,2014-12-19,2014-12-31,"ndvi.114","topi",23,"114","1",8
"577",115,2015-01-01,2015-01-16,"ndvi.115","zebra",512,"115","1",27
"578",115,2015-01-01,2015-01-16,"ndvi.115","topi",19,"115","1",27
"579",115,2015-01-01,2015-01-16,"ndvi.115","hartebeest",40,"115","0",869
"580",115,2015-01-01,2015-01-16,"ndvi.115","gazelleThomsons",41,"115","1",27
"581",115,2015-01-01,2015-01-16,"ndvi.115","buffalo",53,"115","0",869
"582",115,2015-01-01,2015-01-16,"ndvi.115","wildebeest",231,"115","0",869
"583",116,2015-01-17,2015-02-01,"ndvi.116","zebra",32,"116","1",1
"584",116,2015-01-17,2015-02-01,"ndvi.116","hartebeest",43,"116","0",190
"585",116,2015-01-17,2015-02-01,"ndvi.116","topi",16,"116","1",1
"586",116,2015-01-17,2015-02-01,"ndvi.116","gazelleThomsons",19,"116","1",1
"587",116,2015-01-17,2015-02-01,"ndvi.116","buffalo",55,"116","0",190
"588",116,2015-01-17,2015-02-01,"ndvi.116","wildebeest",26,"116","0",190
"589",117,2015-02-02,2015-02-17,"ndvi.117","zebra",149,"117","1",4
"590",117,2015-02-02,2015-02-17,"ndvi.117","topi",28,"117","1",4
"591",117,2015-02-02,2015-02-17,"ndvi.117","gazelleThomsons",337,"117","1",4
"592",117,2015-02-02,2015-02-17,"ndvi.117","buffalo",44,"117","0",670
"593",117,2015-02-02,2015-02-17,"ndvi.117","hartebeest",63,"117","0",670
"594",117,2015-02-02,2015-02-17,"ndvi.117","wildebeest",53,"117","0",670
"595",118,2015-02-18,2015-03-05,"ndvi.118","zebra",517,"118","1",35
"596",118,2015-02-18,2015-03-05,"ndvi.118","topi",26,"118","1",35
"597",118,2015-02-18,2015-03-05,"ndvi.118","gazelleThomsons",190,"118","1",35
"598",118,2015-02-18,2015-03-05,"ndvi.118","hartebeest",43,"118","0",1234
"599",118,2015-02-18,2015-03-05,"ndvi.118","buffalo",53,"118","0",1234
"600",118,2015-02-18,2015-03-05,"ndvi.118","wildebeest",440,"118","0",1234
"601",119,2015-03-06,2015-03-21,"ndvi.119","zebra",560,"119","1",61
"602",119,2015-03-06,2015-03-21,"ndvi.119","topi",7,"119","1",61
"603",119,2015-03-06,2015-03-21,"ndvi.119","hartebeest",56,"119","0",1714
"604",119,2015-03-06,2015-03-21,"ndvi.119","gazelleThomsons",463,"119","1",61
"605",119,2015-03-06,2015-03-21,"ndvi.119","buffalo",85,"119","0",1714
"606",119,2015-03-06,2015-03-21,"ndvi.119","wildebeest",604,"119","0",1714
"607",120,2015-03-22,2015-04-06,"ndvi.120","zebra",221,"120","1",17
"608",120,2015-03-22,2015-04-06,"ndvi.120","hartebeest",20,"120","0",1080
"609",120,2015-03-22,2015-04-06,"ndvi.120","topi",10,"120","1",17
"610",120,2015-03-22,2015-04-06,"ndvi.120","gazelleThomsons",617,"120","1",17
"611",120,2015-03-22,2015-04-06,"ndvi.120","buffalo",85,"120","0",1080
"612",120,2015-03-22,2015-04-06,"ndvi.120","wildebeest",144,"120","0",1080
"613",121,2015-04-07,2015-04-22,"ndvi.121","zebra",225,"121","1",30
"614",121,2015-04-07,2015-04-22,"ndvi.121","topi",18,"121","1",30
"615",121,2015-04-07,2015-04-22,"ndvi.121","gazelleThomsons",43,"121","1",30
"616",121,2015-04-07,2015-04-22,"ndvi.121","buffalo",63,"121","0",1098
"617",121,2015-04-07,2015-04-22,"ndvi.121","hartebeest",31,"121","0",1098
"618",121,2015-04-07,2015-04-22,"ndvi.121","wildebeest",748,"121","0",1098
"619",122,2015-04-23,2015-05-08,"ndvi.122","zebra",330,"122","1",40
"620",122,2015-04-23,2015-05-08,"ndvi.122","topi",14,"122","1",40
"621",122,2015-04-23,2015-05-08,"ndvi.122","gazelleThomsons",20,"122","1",40
"622",122,2015-04-23,2015-05-08,"ndvi.122","hartebeest",68,"122","0",928
"623",122,2015-04-23,2015-05-08,"ndvi.122","buffalo",65,"122","0",928
"624",122,2015-04-23,2015-05-08,"ndvi.122","wildebeest",471,"122","0",928
"625",123,2015-05-09,2015-05-24,"ndvi.123","zebra",278,"123","1",15
"626",123,2015-05-09,2015-05-24,"ndvi.123","topi",7,"123","1",15
"627",123,2015-05-09,2015-05-24,"ndvi.123","hartebeest",20,"123","0",688
"628",123,2015-05-09,2015-05-24,"ndvi.123","gazelleThomsons",30,"123","1",15
"629",123,2015-05-09,2015-05-24,"ndvi.123","buffalo",51,"123","0",688
"630",123,2015-05-09,2015-05-24,"ndvi.123","wildebeest",317,"123","0",688
"631",124,2015-05-25,2015-06-09,"ndvi.124","hartebeest",17,"124","0",647
"632",124,2015-05-25,2015-06-09,"ndvi.124","wildebeest",245,"124","0",647
"633",124,2015-05-25,2015-06-09,"ndvi.124","topi",14,"124","1",22
"634",124,2015-05-25,2015-06-09,"ndvi.124","zebra",291,"124","1",22
"635",124,2015-05-25,2015-06-09,"ndvi.124","buffalo",28,"124","0",647
"636",124,2015-05-25,2015-06-09,"ndvi.124","gazelleThomsons",74,"124","1",22
"637",125,2015-06-10,2015-06-25,"ndvi.125","buffalo",4,"125","0",868
"638",125,2015-06-10,2015-06-25,"ndvi.125","wildebeest",590,"125","0",868
"639",125,2015-06-10,2015-06-25,"ndvi.125","hartebeest",3,"125","0",868
"640",125,2015-06-10,2015-06-25,"ndvi.125","topi",0,"125","1",25
"641",125,2015-06-10,2015-06-25,"ndvi.125","gazelleThomsons",32,"125","1",25
"642",125,2015-06-10,2015-06-25,"ndvi.125","zebra",264,"125","1",25
"643",126,2015-06-26,2015-07-11,"ndvi.126","wildebeest",12,"126","0",95
"644",126,2015-06-26,2015-07-11,"ndvi.126","topi",0,"126","1",2
"645",126,2015-06-26,2015-07-11,"ndvi.126","gazelleThomsons",57,"126","1",2
"646",126,2015-06-26,2015-07-11,"ndvi.126","buffalo",1,"126","0",95
"647",126,2015-06-26,2015-07-11,"ndvi.126","hartebeest",1,"126","0",95
"648",126,2015-06-26,2015-07-11,"ndvi.126","zebra",26,"126","1",2
