"","bin_val","Start","End","bin","Var2","Freq","Var1.1","Var2.1","Freq.1"
"286",66,2012-11-01,2012-11-16,"ndvi.66","topi",10,"66","1",27
"287",66,2012-11-01,2012-11-16,"ndvi.66","gazelleThomsons",136,"66","1",27
"288",66,2012-11-01,2012-11-16,"ndvi.66","buffalo",64,"66","0",993
"289",67,2012-11-17,2012-12-02,"ndvi.67","wildebeest",416,"67","0",1052
"290",67,2012-11-17,2012-12-02,"ndvi.67","hartebeest",68,"67","0",1052
"291",67,2012-11-17,2012-12-02,"ndvi.67","zebra",461,"67","1",41
"292",67,2012-11-17,2012-12-02,"ndvi.67","gazelleThomsons",79,"67","1",41
"293",67,2012-11-17,2012-12-02,"ndvi.67","topi",27,"67","1",41
"294",67,2012-11-17,2012-12-02,"ndvi.67","buffalo",42,"67","0",1052
"295",68,2012-12-03,2012-12-18,"ndvi.68","wildebeest",138,"68","0",603
"296",68,2012-12-03,2012-12-18,"ndvi.68","zebra",282,"68","1",16
"297",68,2012-12-03,2012-12-18,"ndvi.68","hartebeest",45,"68","0",603
"298",68,2012-12-03,2012-12-18,"ndvi.68","topi",11,"68","1",16
"299",68,2012-12-03,2012-12-18,"ndvi.68","gazelleThomsons",91,"68","1",16
"300",68,2012-12-03,2012-12-18,"ndvi.68","buffalo",52,"68","0",603
"301",69,2012-12-19,2012-12-31,"ndvi.69","zebra",73,"69","1",6
"302",69,2012-12-19,2012-12-31,"ndvi.69","hartebeest",19,"69","0",186
"303",69,2012-12-19,2012-12-31,"ndvi.69","gazelleThomsons",7,"69","1",6
"304",69,2012-12-19,2012-12-31,"ndvi.69","wildebeest",51,"69","0",186
"305",69,2012-12-19,2012-12-31,"ndvi.69","topi",7,"69","1",6
"306",69,2012-12-19,2012-12-31,"ndvi.69","buffalo",35,"69","0",186
"307",70,2013-01-01,2013-01-16,"ndvi.70","topi",9,"70","1",0
"308",70,2013-01-01,2013-01-16,"ndvi.70","hartebeest",32,"70","0",139
"309",70,2013-01-01,2013-01-16,"ndvi.70","wildebeest",6,"70","0",139
"310",70,2013-01-01,2013-01-16,"ndvi.70","zebra",47,"70","1",0
"311",70,2013-01-01,2013-01-16,"ndvi.70","gazelleThomsons",2,"70","1",0
"312",70,2013-01-01,2013-01-16,"ndvi.70","buffalo",43,"70","0",139
"313",71,2013-01-17,2013-02-01,"ndvi.71","hartebeest",24,"71","0",89
"314",71,2013-01-17,2013-02-01,"ndvi.71","topi",4,"71","1",0
"315",71,2013-01-17,2013-02-01,"ndvi.71","buffalo",42,"71","0",89
"316",71,2013-01-17,2013-02-01,"ndvi.71","gazelleThomsons",5,"71","1",0
"317",71,2013-01-17,2013-02-01,"ndvi.71","wildebeest",7,"71","0",89
"318",71,2013-01-17,2013-02-01,"ndvi.71","zebra",7,"71","1",0
"319",72,2013-02-02,2013-02-17,"ndvi.72","hartebeest",34,"72","0",219
"320",72,2013-02-02,2013-02-17,"ndvi.72","buffalo",47,"72","0",219
"321",72,2013-02-02,2013-02-17,"ndvi.72","gazelleThomsons",5,"72","1",1
"322",72,2013-02-02,2013-02-17,"ndvi.72","wildebeest",20,"72","0",219
"323",72,2013-02-02,2013-02-17,"ndvi.72","topi",31,"72","1",1
"324",72,2013-02-02,2013-02-17,"ndvi.72","zebra",83,"72","1",1
"325",73,2013-02-18,2013-03-05,"ndvi.73","buffalo",38,"73","0",644
"326",73,2013-02-18,2013-03-05,"ndvi.73","hartebeest",50,"73","0",644
"327",73,2013-02-18,2013-03-05,"ndvi.73","gazelleThomsons",39,"73","1",19
"328",73,2013-02-18,2013-03-05,"ndvi.73","wildebeest",323,"73","0",644
"329",73,2013-02-18,2013-03-05,"ndvi.73","zebra",196,"73","1",19
"330",73,2013-02-18,2013-03-05,"ndvi.73","topi",17,"73","1",19
"331",74,2013-03-06,2013-03-21,"ndvi.74","buffalo",28,"74","0",404
